,EdLevel,Country,YearsCodePro,Salary
46121,Post grad,Spain,2.0,31348.0
46122,Bachelor’s degree,United States of America,2.0,52000.0
46124,Less than a Bachelors,Brazil,12.0,121992.0
46125,Master’s degree,Germany,9.0,48644.0
46137,Bachelor’s degree,United States of America,23.0,145000.0
46138,Bachelor’s degree,Norway,3.0,64737.0
46140,Bachelor’s degree,Poland,3.0,33408.0
46141,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,43948.0
46146,Bachelor’s degree,Spain,19.0,43239.0
46147,Master’s degree,United Kingdom of Great Britain and Northern Ireland,4.0,77556.0
46148,Bachelor’s degree,United States of America,10.0,120000.0
46149,Master’s degree,Poland,14.0,63281.0
46151,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,6.0,51704.0
46152,Master’s degree,Canada,12.0,108228.0
46153,Bachelor’s degree,United States of America,8.0,200000.0
46155,Master’s degree,United States of America,4.0,83000.0
46158,Bachelor’s degree,Russian Federation,5.0,37764.0
46159,Bachelor’s degree,Brazil,8.0,65976.0
46160,Bachelor’s degree,Netherlands,6.0,75530.0
46161,Bachelor’s degree,Australia,7.0,133619.0
46162,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,3.0,103408.0
46163,Master’s degree,United States of America,0.5,96000.0
46171,Bachelor’s degree,United States of America,25.0,141000.0
46172,Bachelor’s degree,Norway,20.0,86316.0
46183,Post grad,United States of America,15.0,153000.0
46191,Less than a Bachelors,Israel,3.0,77052.0
46194,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,14.0,88543.0
46195,Master’s degree,United Kingdom of Great Britain and Northern Ireland,0.5,71093.0
46196,Less than a Bachelors,Germany,5.0,59454.0
46197,Bachelor’s degree,Canada,5.0,83951.0
46204,Master’s degree,India,8.0,134028.0
46207,Bachelor’s degree,United States of America,11.0,120000.0
46209,Post grad,Germany,10.0,140527.0
46211,Less than a Bachelors,Israel,7.0,140088.0
46212,Bachelor’s degree,Turkey,1.0,17748.0
46213,Bachelor’s degree,India,10.0,37697.0
46216,Bachelor’s degree,India,4.0,16754.0
46217,Less than a Bachelors,India,4.0,13740.0
46219,Master’s degree,United Kingdom of Great Britain and Northern Ireland,13.0,116333.0
46221,Bachelor’s degree,United States of America,9.0,111000.0
46229,Bachelor’s degree,Germany,10.0,84316.0
46232,Post grad,France,10.0,97288.0
46236,Bachelor’s degree,United States of America,25.0,185000.0
46240,Master’s degree,Norway,1.0,67435.0
46242,Master’s degree,France,0.5,45466.0
46243,Less than a Bachelors,Canada,8.0,71850.0
46244,Master’s degree,United States of America,1.0,125000.0
46246,Master’s degree,Brazil,11.0,68724.0
46248,Less than a Bachelors,Spain,7.0,81074.0
46253,Bachelor’s degree,France,12.0,54049.0
46256,Less than a Bachelors,France,12.0,64859.0
46257,Less than a Bachelors,United States of America,25.0,155000.0
46264,Master’s degree,Russian Federation,3.0,15096.0
46267,Less than a Bachelors,Germany,0.5,37834.0
46273,Post grad,Netherlands,13.0,56424.0
46275,Less than a Bachelors,United States of America,14.0,130000.0
46276,Bachelor’s degree,United States of America,14.0,172000.0
46280,Post grad,France,3.0,35028.0
46283,Bachelor’s degree,United States of America,7.0,171000.0
46285,Bachelor’s degree,United States of America,9.0,90000.0
46288,Bachelor’s degree,Canada,18.0,94539.0
46290,Bachelor’s degree,United States of America,35.0,152250.0
46292,Post grad,United States of America,17.0,180000.0
46293,Bachelor’s degree,United States of America,12.0,168000.0
46301,Bachelor’s degree,United States of America,7.0,105000.0
46304,Bachelor’s degree,France,15.0,75669.0
46305,Post grad,Germany,7.0,75669.0
46308,Master’s degree,Germany,15.0,84316.0
46309,Less than a Bachelors,Netherlands,0.5,42024.0
46310,Less than a Bachelors,Sweden,12.0,75600.0
46312,Less than a Bachelors,France,14.0,45396.0
46317,Bachelor’s degree,United States of America,4.0,55820.0
46318,Master’s degree,United States of America,10.0,100000.0
46319,Bachelor’s degree,United States of America,5.0,150000.0
46323,Bachelor’s degree,United States of America,9.0,125000.0
46324,Master’s degree,Switzerland,2.0,85380.0
46325,Master’s degree,France,16.0,51888.0
46326,Master’s degree,France,3.0,168037.0
46327,Master’s degree,Brazil,21.0,54972.0
46332,Master’s degree,Brazil,21.0,57720.0
46334,Master’s degree,France,3.0,41077.0
46336,Bachelor’s degree,United States of America,4.0,85000.0
46337,Master’s degree,Germany,5.0,64859.0
46344,Less than a Bachelors,Brazil,12.0,24744.0
46345,Bachelor’s degree,United States of America,4.0,75000.0
46347,Bachelor’s degree,United States of America,3.0,49160.0
46348,Bachelor’s degree,Netherlands,2.0,27240.0
46349,Bachelor’s degree,United States of America,4.0,63500.0
46350,Less than a Bachelors,Sweden,16.0,73644.0
46352,Bachelor’s degree,Brazil,9.0,28572.0
46353,Bachelor’s degree,United States of America,14.0,110000.0
46358,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,8.0,80787.0
46359,Less than a Bachelors,Brazil,10.0,46728.0
46363,Post grad,United States of America,5.0,194000.0
46364,Less than a Bachelors,United States of America,1.0,28000.0
46365,Post grad,Germany,10.0,54049.0
46367,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,6.0,96945.0
46371,Less than a Bachelors,United States of America,21.0,170000.0
46372,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,9.0,52996.0
46374,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,30.0,77556.0
46376,Master’s degree,France,7.0,59454.0
46377,Master’s degree,France,11.0,54049.0
46381,Bachelor’s degree,United States of America,16.0,130000.0
46383,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,22.0,96945.0
46385,Less than a Bachelors,Brazil,0.5,12372.0
46400,Bachelor’s degree,United States of America,14.0,140000.0
46402,Bachelor’s degree,Canada,11.0,83194.0
46403,Less than a Bachelors,Brazil,8.0,30240.0
46405,Bachelor’s degree,Canada,12.0,78278.0
46406,Bachelor’s degree,United States of America,15.0,200000.0
46409,Bachelor’s degree,United States of America,11.0,93000.0
46411,Bachelor’s degree,United States of America,33.0,115000.0
46413,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,8.0,142185.0
46414,Bachelor’s degree,United States of America,2.0,117000.0
46415,Master’s degree,Poland,13.0,39492.0
46417,Post grad,United Kingdom of Great Britain and Northern Ireland,17.0,116333.0
46420,Bachelor’s degree,United States of America,10.0,115000.0
46429,Less than a Bachelors,Israel,5.0,91056.0
46433,Bachelor’s degree,Netherlands,3.0,42588.0
46438,Master’s degree,Spain,3.0,29186.0
46442,Bachelor’s degree,India,8.0,36300.0
46444,Bachelor’s degree,United States of America,8.0,141000.0
46445,Bachelor’s degree,Canada,4.0,60505.0
46446,Less than a Bachelors,France,0.5,34591.0
46448,Bachelor’s degree,Brazil,3.0,12372.0
46449,Master’s degree,Switzerland,12.0,152473.0
46450,Master’s degree,United States of America,27.0,150000.0
46451,Less than a Bachelors,Germany,15.0,108098.0
46453,Bachelor’s degree,United States of America,14.0,152000.0
46457,Less than a Bachelors,Canada,2.0,30250.0
46458,Bachelor’s degree,United States of America,21.0,146000.0
46459,Bachelor’s degree,Israel,12.0,126084.0
46460,Bachelor’s degree,Canada,2.0,56723.0
46465,Bachelor’s degree,United States of America,3.0,80000.0
46466,Bachelor’s degree,Canada,21.0,79413.0
46468,Bachelor’s degree,Brazil,10.0,34356.0
46469,Bachelor’s degree,United States of America,5.0,120000.0
46473,Bachelor’s degree,Germany,3.0,68100.0
46474,Bachelor’s degree,United States of America,1.0,24000.0
46478,Master’s degree,France,3.0,36753.0
46479,Master’s degree,United States of America,5.0,130000.0
46481,Master’s degree,United States of America,9.0,106000.0
46483,Master’s degree,Netherlands,11.0,91883.0
46484,Master’s degree,United Kingdom of Great Britain and Northern Ireland,8.0,96945.0
46487,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,4.0,160282.0
46488,Bachelor’s degree,United States of America,2.0,105000.0
46490,Less than a Bachelors,Brazil,9.0,10992.0
46491,Bachelor’s degree,Canada,16.0,71850.0
46493,Post grad,Spain,15.0,28536.0
46496,Bachelor’s degree,Russian Federation,3.0,18120.0
46502,Master’s degree,United Kingdom of Great Britain and Northern Ireland,4.0,56874.0
46503,Master’s degree,United States of America,2.0,65000.0
46505,Master’s degree,Germany,7.0,58368.0
46508,Bachelor’s degree,India,3.0,15358.0
46510,Bachelor’s degree,United States of America,29.0,135564.0
46511,Bachelor’s degree,Canada,7.0,98321.0
46512,Less than a Bachelors,United States of America,20.0,160000.0
46513,Master’s degree,France,6.0,59454.0
46519,Bachelor’s degree,United States of America,3.0,74000.0
46523,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,30.0,46533.0
46526,Bachelor’s degree,United States of America,2.0,80000.0
46528,Less than a Bachelors,United States of America,17.0,110000.0
46530,Bachelor’s degree,United States of America,6.0,140000.0
46532,Master’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,49119.0
46533,Master’s degree,United States of America,4.0,76000.0
46537,Master’s degree,Germany,1.0,58373.0
46540,Bachelor’s degree,United States of America,9.0,140000.0
46542,Bachelor’s degree,United States of America,3.0,90000.0
46544,Less than a Bachelors,United States of America,2.0,34000.0
46550,Less than a Bachelors,United States of America,16.0,125000.0
46555,Less than a Bachelors,Canada,10.0,60505.0
46556,Less than a Bachelors,Spain,17.0,129259.0
46557,Bachelor’s degree,Germany,4.0,70264.0
46558,Bachelor’s degree,United States of America,30.0,150000.0
46560,Bachelor’s degree,United States of America,10.0,168000.0
46562,Bachelor’s degree,United States of America,5.0,56000.0
46563,Master’s degree,Canada,11.0,94539.0
46564,Less than a Bachelors,United States of America,20.0,126000.0
46566,Master’s degree,France,9.0,33264.0
46569,Bachelor’s degree,India,2.0,20943.0
46571,Bachelor’s degree,India,4.0,11724.0
46572,Bachelor’s degree,United States of America,10.0,135000.0
46573,Master’s degree,United States of America,15.0,130000.0
46578,Bachelor’s degree,United States of America,4.0,97500.0
46579,Bachelor’s degree,Germany,3.0,60535.0
46580,Bachelor’s degree,Turkey,11.0,25644.0
46582,Bachelor’s degree,United States of America,3.0,70000.0
46585,Master’s degree,France,10.0,64859.0
46586,Master’s degree,United States of America,5.0,142500.0
46590,Bachelor’s degree,India,3.0,12566.0
46592,Bachelor’s degree,United States of America,2.0,80000.0
46593,Bachelor’s degree,United States of America,3.0,80000.0
46594,Less than a Bachelors,Canada,10.0,52942.0
46598,Master’s degree,France,15.0,71345.0
46599,Less than a Bachelors,Germany,4.0,43092.0
46603,Less than a Bachelors,United States of America,0.5,55000.0
46608,Bachelor’s degree,Brazil,4.0,10992.0
46609,Bachelor’s degree,United States of America,10.0,160000.0
46611,Bachelor’s degree,Canada,3.0,75631.0
46613,Bachelor’s degree,United States of America,8.0,160000.0
46616,Master’s degree,United States of America,8.0,115000.0
46620,Bachelor’s degree,India,3.0,13962.0
46621,Master’s degree,United States of America,10.0,114000.0
46623,Master’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,42656.0
46625,Post grad,United States of America,20.0,90000.0
46627,Master’s degree,United States of America,13.0,98000.0
46628,Master’s degree,Canada,10.0,67879.0
46636,Bachelor’s degree,United States of America,4.0,85000.0
46637,Master’s degree,Russian Federation,9.0,72780.0
46638,Bachelor’s degree,United States of America,30.0,100000.0
46640,Bachelor’s degree,Canada,12.0,58236.0
46644,Less than a Bachelors,Canada,12.0,136136.0
46645,Bachelor’s degree,Germany,6.0,58373.0
46648,Less than a Bachelors,United States of America,25.0,105000.0
46649,Bachelor’s degree,United States of America,6.0,78000.0
46650,Bachelor’s degree,United States of America,25.0,130000.0
46651,Master’s degree,United Kingdom of Great Britain and Northern Ireland,8.0,64630.0
46652,Bachelor’s degree,United States of America,7.0,110000.0
46653,Bachelor’s degree,Canada,6.0,98321.0
46655,Bachelor’s degree,United States of America,4.0,80000.0
46658,Bachelor’s degree,United States of America,1.0,70000.0
46659,Bachelor’s degree,Germany,7.0,77831.0
46661,Less than a Bachelors,United States of America,6.0,140000.0
46666,Bachelor’s degree,Brazil,7.0,43980.0
46668,Bachelor’s degree,Sweden,6.0,50316.0
46673,Bachelor’s degree,United States of America,0.5,76000.0
46675,Bachelor’s degree,Germany,13.0,85397.0
46677,Master’s degree,France,22.0,48644.0
46678,Bachelor’s degree,United States of America,32.0,178000.0
46679,Bachelor’s degree,United States of America,6.0,83200.0
46683,Bachelor’s degree,Canada,3.0,69581.0
46685,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,2.0,62045.0
46686,Bachelor’s degree,United States of America,4.0,50000.0
46687,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,19.0,122796.0
46688,Less than a Bachelors,Italy,5.0,32429.0
46692,Bachelor’s degree,Canada,32.0,94539.0
46696,Master’s degree,United States of America,15.0,170000.0
46697,Bachelor’s degree,Canada,3.0,41597.0
46700,Bachelor’s degree,Spain,7.0,46482.0
46705,Post grad,United States of America,7.0,150000.0
46707,Bachelor’s degree,United States of America,16.0,195000.0
46711,Bachelor’s degree,United States of America,0.5,60000.0
46717,Bachelor’s degree,United States of America,5.0,110000.0
46719,Post grad,United Kingdom of Great Britain and Northern Ireland,4.0,41363.0
46723,Less than a Bachelors,United Kingdom of Great Britain and Northern Ireland,0.5,24172.0
46730,Master’s degree,India,5.0,44678.0
46732,Bachelor’s degree,United States of America,0.5,50000.0
46733,Less than a Bachelors,Canada,15.0,79413.0
46734,Less than a Bachelors,Poland,7.0,189844.0
46735,Post grad,United Kingdom of Great Britain and Northern Ireland,21.0,64630.0
46736,Bachelor’s degree,United States of America,5.0,72000.0
46739,Bachelor’s degree,United States of America,6.0,155000.0
46740,Bachelor’s degree,United States of America,2.0,130000.0
46741,Master’s degree,Russian Federation,10.0,35856.0
46747,Bachelor’s degree,Spain,17.0,54049.0
46749,Less than a Bachelors,Canada,0.5,45250.0
46750,Bachelor’s degree,United States of America,11.0,50000.0
46751,Master’s degree,Norway,18.0,86316.0
46754,Bachelor’s degree,United States of America,2.0,85950.0
46757,Bachelor’s degree,Norway,14.0,83744.0
46761,Bachelor’s degree,United States of America,3.0,98000.0
46766,Bachelor’s degree,India,5.0,14660.0
46774,Bachelor’s degree,United States of America,10.0,105000.0
46783,Post grad,Netherlands,4.0,25944.0
46784,Bachelor’s degree,United States of America,3.0,140000.0
46785,Less than a Bachelors,United States of America,3.0,90000.0
46786,Master’s degree,Germany,3.0,108098.0
46792,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,4.0,67861.0
46795,Bachelor’s degree,Russian Federation,10.0,18876.0
46801,Bachelor’s degree,United States of America,4.0,140000.0
46807,Master’s degree,Germany,15.0,129718.0
46808,Bachelor’s degree,Canada,5.0,109665.0
46815,Bachelor’s degree,United States of America,3.0,75000.0
46816,Master’s degree,United States of America,11.0,160000.0
46818,Bachelor’s degree,United States of America,5.0,110000.0
46819,Bachelor’s degree,United States of America,5.0,130000.0
46820,Bachelor’s degree,Brazil,2.0,11820.0
46821,Master’s degree,United States of America,25.0,165000.0
46823,Bachelor’s degree,India,1.0,16754.0
46825,Bachelor’s degree,Brazil,6.0,26112.0
46826,Bachelor’s degree,United States of America,3.0,96000.0
46833,Bachelor’s degree,India,4.0,10471.0
46834,Bachelor’s degree,United States of America,8.0,200000.0
46844,Bachelor’s degree,United States of America,1.0,80000.0
46848,Master’s degree,United States of America,2.0,167000.0
46851,Bachelor’s degree,United Kingdom of Great Britain and Northern Ireland,25.0,90482.0
46852,Master’s degree,Israel,10.0,175112.0
46855,Master’s degree,Germany,3.0,64859.0
46856,Less than a Bachelors,Poland,3.0,36444.0
46857,Less than a Bachelors,United States of America,12.0,55000.0
46859,Bachelor’s degree,United States of America,3.0,96000.0
46864,Less than a Bachelors,United States of America,16.0,145000.0
46867,Master’s degree,Russian Federation,4.0,24540.0
46872,Post grad,Spain,9.0,25944.0
46875,Bachelor’s degree,India,10.0,20105.0
46882,Less than a Bachelors,France,2.0,22056.0
46883,Bachelor’s degree,United States of America,14.0,155000.0
46886,Bachelor’s degree,United States of America,8.0,115000.0
46890,Bachelor’s degree,Italy,5.0,24863.0
46891,Master’s degree,Sweden,14.0,61366.0
46892,Bachelor’s degree,United States of America,7.0,185588.0
46898,Bachelor’s degree,United States of America,17.0,198000.0
46900,Bachelor’s degree,United States of America,10.0,95000.0
46910,Less than a Bachelors,United States of America,26.0,160000.0
46923,Master’s degree,United States of America,0.5,10200.0
